idItem,name,genero_nominal,anyo_numerical,pais_nominal,director_nominal
8801,"In the Soup (1992)","Comedy",1992,"USA","Alexandre Rockwell"
8802,"They Came to Cordura (1959)","Adventure",1959,"USA","Robert Rossen"
8804,"Story of Women (Une affaire de femmes) (1988)","Drama",1988,"France","Claude Chabrol"
8806,"Masks (Masques) (1987)","Comedy",1987,"France","Claude Chabrol"
8807,"Harold and Kumar Go to White Castle (2004)","Adventure",2004,"USA","Danny Leiner"
8808,"Princess Diaries 2: Royal Engagement, The (2004)","Comedy",2004,"USA","Garry Marshall"
8809,"Danny Deckchair (2003)","Comedy",2003,"Australia","Jeff Balsmeyer"
8810,"AVP: Alien vs. Predator (2004)","Action",2004,"USA","Paul W.S. Anderson"
8811,"Yu-Gi-Oh! (2004)","Animation",2004,"Japan","Hatsuki Tsuji"
8812,"Novo (2002)","Drama",2002,"Switzerland","Jean-Pierre Limosin"
8814,"Without a Paddle (2004)","Adventure",2004,"USA","Steven Brill"
8815,"Exorcist: The Beginning (2004)","Horror",2004,"USA","Renny Harlin"
8816,"Speedway (1968)","Action",1968,"USA","Norman Taurog"
8817,"Trouble with Girls, The (1969)","Comedy",1969,"USA","Peter Tewksbury"
8819,"Double Trouble (1967)","Comedy",1967,"USA","Norman Taurog"
8820,"Spinout (1966)","Comedy",1966,"USA","Norman Taurog"
8821,"Harum Scarum (1965)","Comedy",1965,"USA","Gene Nelson"
8823,"Sting II, The (1983)","Comedy",1983,"USA","Jeremy Kagan"
8824,"If a Man Answers (1962)","Comedy",1962,"USA","Henry Levin"
8825,"Cheerleader Camp (1987)","Horror",1987,"Japan","John Quinn"
8826,"Human Resources (Ressources Humaines) (1999)","Drama",1999,"France","Laurent Cantet"
8827,"Bill Cosby, Himself (1983)","Comedy",1983,"USA","Bill Cosby"
8828,"Dead Ringer (1964)","Crime",1964,"USA","Paul Henreid"
8829,"Benji: Off the Leash! (2004)","Drama",2004,"USA","Joe Camp"
8830,"Anacondas: The Hunt for the Blood Orchid (2004)","Action",2004,"USA","Dwight H. Little"
8831,"Suspect Zero (2004)","Crime",2004,"USA","E. Elias Merhige"
8832,"Warriors of Heaven and Earth (Tian di ying xiong) (2003)","Action",2003,"China","Ping He"
8833,"Vanity Fair (2004)","Drama",2004,"UK","Mira Nair"
8834,"Cookout, The (2004)","Comedy",2004,"USA","Lance Rivera"
8835,"Paparazzi (2004)","Action",2004,"USA","Paul Abascal"
8836,"Wicker Park (2004)","Drama",2004,"USA","Paul McGuigan"
8837,"Triggermen (2002)","Crime",2002,"Germany","John Bradshaw"
8839,"Mangler, The (1995)","Horror",1995,"USA","Tobe Hooper"
8841,"Seeing Other People (2004)","Comedy",2004,"USA","Wallace Wolodarsky"
8842,"Past Midnight (1992)","Drama",1992,"USA","Jan Eliasberg"
8843,"Million to Juan, A (1994)","Comedy",1994,"USA","Paul Rodriguez"
8844,"Camera Buff (Amator) (1979)","Drama",1979,"Poland","Krzysztof Kieslowski"
8845,"No End (Bez konca) (1985)","Drama",1985,"Poland","Krzysztof Kieslowski"
8846,"Highwaymen (2003)","Crime",2003,"USA","Robert Harmon"
8847,"Graffiti Bridge (1990)","Drama",1990,"USA","Prince"
8848,"Young and the Passionate, The (I Vitelloni) (1953)","Comedy",1953,"Italy","Federico Fellini"
8849,"Under the Cherry Moon (1986)","Drama",1986,"USA","Prince"
8850,"Flipper (1963)","Adventure",1963,"USA","James B. Clark"
8851,"Smile (1975)","Comedy",1975,"USA","Michael Ritchie"
8852,"Lord Jim (1965)","Adventure",1965,"UK","Richard Brooks"
8853,"Small Circle of Friends, A (1980)","Drama",1980,"USA","Rob Cohen"
8854,"Night of the Demons (1988)","Horror",1988,"USA","Kevin Tenney"
8855,"Witchboard (1986)","Horror",1986,"UK","Kevin Tenney"
8856,"Roller Boogie (1979)","Drama",1979,"USA","Mark L. Lester"
8857,"Lilith (1964)","Drama",1964,"USA","Robert Rossen"
8858,"Apple, The (1980)","Music",1980,"USA","Menahem Golan"
8859,"SuperBabies: Baby Geniuses 2 (2004)","Comedy",2004,"Germany","Bob Clark"
8860,"Cellular (2004)","Action",2004,"USA","David R. Ellis"
8861,"Resident Evil: Apocalypse (2004)","Action",2004,"Germany","Alexander Witt"
8862,"Criminal (2004)","Comedy",2004,"USA","Gregory Jacobs"
8864,"Mr. 3000 (2004)","Comedy",2004,"USA","Charles Stone III"
8865,"Sky Captain and the World of Tomorrow (2004)","Action",2004,"USA","Kerry Conran"
8866,"Wimbledon (2004)","Comedy",2004,"UK","Richard Loncraine"
8868,"Head in the Clouds (2004)","Drama",2004,"UK","John Duigan"
8869,"First Daughter (2004)","Comedy",2004,"USA","Forest Whitaker"
8870,"Forgotten, The (2004)","Drama",2004,"USA","Joseph Ruben"
8871,"Last Shot, The (2004)","Comedy",2004,"USA","Jeff Nathanson"
8872,"Dirty Shame, A (2004)","Comedy",2004,"USA","John Waters"
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)","Adventure",2004,"Argentina","Walter Salles"
8874,"Shaun of the Dead (2004)","Comedy",2004,"UK","Edgar Wright"
8875,"Come Back, Little Sheba (1952)","Drama",1952,"USA","Daniel Mann"
8876,"Black Orchid, The (1958)","Drama",1958,"USA","Martin Ritt"
8877,"Second Chorus (1940)","Comedy",1940,"USA","H.C. Potter"
8879,"Murder on the Orient Express (1974)","Crime",1974,"UK","Sidney Lumet"
8880,"Mask (1985)","Biography",1985,"USA","Peter Bogdanovich"
8882,"Boston Strangler, The (1968)","Crime",1968,"USA","Richard Fleischer"
8884,"Man with One Red Shoe, The (1985)","Comedy",1985,"USA","Stan Dragoti"
8885,"Sentinel, The (1977)","Drama",1977,"USA","Michael Winner"
8886,"SSSSSSS (1973)","Horror",1973,"USA","Bernard L. Kowalski"
8887,"Whispers in the Dark (1992)","Thriller",1992,"USA","Christopher Crowe"
8889,"Legacy, The (1978)","Horror",1978,"UK","Richard Marquand"
8890,"Alligator People, The (1959)","Horror",1959,"USA","Roy Del Ruth"
8891,"Hear No Evil (1993)","Thriller",1993,"USA","Robert Greenwald"
8892,"Basket Case 3: The Progeny (1992)","Comedy",1992,"USA","Frank Henenlotter"
8893,"Basket Case 2 (1990)","Comedy",1990,"USA","Frank Henenlotter"
8894,"Orca: The Killer Whale (1977)","Thriller",1977,"USA","Michael Anderson"
8895,"AKA (2002)","Drama",2002,"UK","Duncan Roy"
8896,"I Married a Monster from Outer Space (1958)","Horror",1958,"USA","Gene Fowler Jr."
8897,"Trojan Women, The (1971)","Drama",1971,"UK","Mihalis Kakogiannis"
8898,"Robinson Crusoe (a.k.a. Adventures of Robinson Crusoe, The) (1954)","Adventure",1954,"Mexico","Luis Bu&#xF1;uel"
8899,"Hardcore (1979)","Drama",1979,"USA","Paul Schrader"
8900,"Watermelon Man, The (1970)","Comedy",1970,"USA","Melvin Van Peebles"
8901,"Flashpoint (1984)","Action",1984,"USA","William Tannen"
8902,"Bug (1975)","Sci-Fi",1975,"USA","Jeannot Szwarc"
8903,"Terror, The (1963)","Drama",1963,"USA","Roger Corman"
8904,"Jack-O (1995)","Horror",1995,"USA","Steve Latshaw"
8905,"1492: Conquest of Paradise (1992)","Adventure",1992,"France","Ridley Scott"
8906,"Cannibal Holocaust (1980)","Adventure",1980,"Italy","Ruggero Deodato"
8907,"Shark Tale (2004)","Animation",2004,"USA","Bibo Bergeron"
8908,"Ladder 49 (2004)","Action",2004,"USA","Jay Russell"
8909,"Black Cloud (2004)","Drama",2004,"USA","Rick Schroder"
8910,"I Heart Huckabees (2004)","Comedy",2004,"USA","David O. Russell"
8911,"Raise Your Voice (2004)","Family",2004,"USA","Sean McNamara"
8912,"Taxi (2004)","Action",2004,"USA","Tim Story"
8913,"Around the Bend (2004)","Drama",2004,"USA","Jordan Roberts"
8914,"Primer (2004)","Drama",2004,"USA","Shane Carruth"
8915,"Stage Beauty (2004)","Drama",2004,"UK","Richard Eyre"
8916,"Shall We Dance? (2004)","Comedy",2004,"USA","Peter Chelsom"
8917,"Team America: World Police (2004)","Action",2004,"USA","Trey Parker"
8918,"Eulogy (2004)","Comedy",2004,"USA","Michael Clancy"
8919,"P.S. (2004)","Comedy",2004,"USA","Dylan Kidd"
8920,"Country Girl, The (1954)","Drama",1954,"USA","George Seaton"
8921,"Rose Tattoo, The (1955)","Drama",1955,"USA","Daniel Mann"
8922,"Epidemic (1988)","Drama",1988,"Denmark","Lars von Trier"
8923,"Tess (1979)","Drama",1979,"France","Roman Polanski"
8924,"I Wanna Hold Your Hand (1978)","Comedy",1978,"USA","Robert Zemeckis"
8925,"Spinning Boris (2003)","Comedy",2003,"USA","Roger Spottiswoode"
8926,"Circle of Iron (1978)","Action",1978,"USA","Richard Moore"
8927,"Cannonball (1976)","Action",1976,"USA","Paul Bartel"
8928,"Fearless Vampire Killers, The (1967)","Comedy",1967,"USA","Roman Polanski"
8929,"Black Beauty (1971)","Family",1971,"UK","James Hill"
8931,"Born Rich (2003)","Documentary",2003,"USA","Jamie Johnson"
8935,"All I Want for Christmas (1991)","Comedy",1991,"USA","Robert Lieberman"
8937,"Friday Night Lights (2004)","Action",2004,"USA","Peter Berg"
8938,"Tarnation (2003)","Documentary",2003,"USA","Jonathan Caouette"
8939,"Final Cut, The (2004)","Action",2004,"Germany","Oliver Stone"
8940,"Hair Show (2004)","Comedy",2004,"USA","Leslie Small"
8941,"Riding the Bullet (2004)","Horror",2004,"USA","Mick Garris"
8942,"Spin (2003)","Drama",2003,"USA","James Redford"
8943,"Being Julia (2004)","Comedy",2004,"Canada","Istv&#xE1;n Szab&#xF3;"
8944,"Dust Factory, The (2004)","Drama",2004,"USA","Eric Small"
8946,"Surviving Christmas (2004)","Comedy",2004,"USA","Mike Mitchell"
8947,"Grudge, The (2004)","Horror",2004,"USA","Takashi Shimizu"
8948,"Alfie (2004)","Comedy",2004,"UK","Charles Shyer"
8949,"Sideways (2004)","Comedy",2004,"USA","Alexander Payne"
8950,"Machinist, The (Maquinista, El) (2004)","Drama",2004,"Spain","Brad Anderson"
8951,"Vera Drake (2004)","Crime",2004,"UK","Mike Leigh"
8952,"Falling Angels (2003)","Drama",2003,"Canada","Scott Smith"
8953,"Stella Street (2004)","Comedy",2004,"UK","Peter Richardson"
8954,"Lightning in a Bottle (2004)","Documentary",2004,"USA","Antoine Fuqua"
8955,"Undertow (2004)","Drama",2004,"USA","David Gordon Green"
8956,"Enduring Love (2004)","Drama",2004,"UK","Roger Michell"
8957,"Saw (2004)","Crime",2004,"USA","James Wan"
8958,"Ray (2004)","Biography",2004,"USA","Taylor Hackford"
8959,"Birth (2004)","Drama",2004,"USA","Jonathan Glazer"
8960,"Voices of Iraq (2004)","Documentary",2004,"USA","People of Iraq"
8961,"Incredibles, The (2004)","Animation",2004,"USA","Brad Bird"
8962,"Fade to Black (2004)","Documentary",2004,"USA","Patrick Paulson"
8964,"Callas Forever (2002)","Drama",2002,"Italy","Franco Zeffirelli"
8965,"Polar Express, The (2004)","Animation",2004,"USA","Robert Zemeckis"
8966,"Kinsey (2004)","Biography",2004,"USA","Bill Condon"
8967,"Seed of Chucky (2004)","Comedy",2004,"Romania","Don Mancini"
8968,"After the Sunset (2004)","Action",2004,"USA","Brett Ratner"
8969,"Bridget Jones: The Edge of Reason (2004)","Comedy",2004,"UK","Beeban Kidron"
8970,"Finding Neverland (2004)","Biography",2004,"USA","Marc Forster"
8971,"Veer Zaara (2004)","Drama",2004,"India","Yash Chopra"
8972,"National Treasure (2004)","Action",2004,"USA","Jon Turteltaub"
8973,"Bad Education (La Mala educaci?â??n) (2004)","Crime",2004,"Spain","Pedro Almod&#xF3;var"
8974,"SpongeBob SquarePants Movie, The (2004)","Animation",2004,"USA","Stephen Hillenburg"
8975,"Fabled (2002)","Drama",2002,"USA","Ari Kirschenbaum"
8976,"San Antonio (1945)","Romance",1945,"USA","David Butler"
8977,"Alexander (2004)","Action",2004,"Germany","Oliver Stone"
8978,"Christmas with the Kranks (2004)","Comedy",2004,"USA","Joe Roth"
8979,"Guerrilla: The Taking of Patty Hearst (2004)","Documentary",2004,"USA","Robert Stone"
8980,"Our Music (Notre Musique) (2004)","Drama",2004,"France","Jean-Luc Godard"
8981,"Closer (2004)","Drama",2004,"USA","Mike Nichols"
8982,"I Am David (2003)","Drama",2003,"USA","Paul Feig"
8983,"House of Flying Daggers (Shi mian mai fu) (2004)","Action",2004,"China","Yimou Zhang"
8985,"Blade: Trinity (2004)","Action",2004,"USA","David S. Goyer"
8986,"Bellboy, The (1960)","Comedy",1960,"USA","Jerry Lewis"
8988,"Cinderfella (1960)","Comedy",1960,"USA","Frank Tashlin"
8989,"Damn Yankees! (1958)","Comedy",1958,"USA","George Abbott"
8990,"Delicate Delinquent, The (1957)","Comedy",1957,"USA","Don McGuire"
8991,"Disorderly Orderly, The (1964)","Comedy",1964,"USA","Frank Tashlin"
8992,"Errand Boy, The (1961)","Comedy",1961,"USA","Jerry Lewis"
8993,"Family Jewels, The (1965)","Comedy",1965,"USA","Jerry Lewis"
8995,"Patsy, The (1964)","Comedy",1964,"USA","Jerry Lewis"
8996,"Stateside (2004)","Drama",2004,"USA","Reverge Anselmo"
8997,"Stooge, The (1953)","Comedy",1953,"USA","Norman Taurog"
9001,"Wackiest Ship in the Army, The (1960)","Comedy",1960,"USA","Richard Murphy"
9002,"Alexander the Great (1956)","Biography",1956,"USA","Robert Rossen"
9003,"Conquest of Space (1955)","Sci-Fi",1955,"USA","Byron Haskin"
9004,"D.A.R.Y.L. (1985)","Family",1985,"UK","Simon Wincer"
9005,"Fire in the Sky (1993)","Drama",1993,"USA","Robert Lieberman"
9006,"Garden of Allah, The (1936)","Drama",1936,"USA","Richard Boleslawski"
9008,"Invisible Man Returns, The (1940)","Drama",1940,"USA","Joe May"
9009,"Last Minute, The (2001)","Drama",2001,"UK","Stephen Norrington"
9011,"Portrait of Jennie (1948)","Drama",1948,"USA","William Dieterle"
9012,"Ruby Gentry (1952)","Drama",1952,"USA","King Vidor"
9013,"Secret Honor (1984)","Drama",1984,"USA","Robert Altman"
9014,"Since You Went Away (1944)","Drama",1944,"USA","John Cromwell"
9015,"Slipping-Down Life, A (1999)","Drama",1999,"USA","Toni Kalem"
9016,"Splatter University (1984)","Comedy",1984,"USA","Richard W. Haines"
9017,"Twist (2003)","Drama",2003,"Canada","Jacob Tierney"
9018,"Control Room (2004)","Documentary",2004,"USA","Jehane Noujaim"
9019,"Celsius 41.11: The Temperature at Which the Brain... Begins to Die (2004)","Documentary",2004,"USA","Kevin Knoblock"
25736,"Dr. Jekyll and Mr. Hyde (1920)","Drama",1920,"USA","John S. Robertson"
25737,"Golem, The (Der Golem, wie er in die Welt kam) (1920)","Fantasy",1920,"Germany","Carl Boese"
25744,"H?â?ñxan: Witchcraft Through the Ages (1922)","Horror",1922,"Denmark","Benjamin Christensen"
25746,"Hunchback of Notre Dame, The (1923)","Drama",1923,"USA","Wallace Worsley"
25750,"Sherlock Jr. (1924)","Comedy",1924,"USA","Buster Keaton"
25752,"Freshman, The (1925)","Comedy",1925,"USA","Fred C. Newmeyer"
25753,"Greed (1924)","Drama",1924,"USA","Erich von Stroheim"
25755,"Phantom of the Opera, The (1925)","Drama",1925,"USA","Rupert Julian"
25757,"Jazz Singer, The (1927)","Drama",1927,"USA","Alan Crosland"
25759,"Ten Days That Shook the World (Oktyabr) (1928)","Drama",1928,"Soviet Union","Grigori Aleksandrov"
25762,"Unknown, The (a.k.a. Alonzo the Armless) (1927)","Drama",1927,"USA","Tod Browning"
25764,"Cameraman, The (1928)","Comedy",1928,"USA","Edward Sedgwick"
25766,"Crowd, The (1928)","Drama",1928,"USA","King Vidor"
25769,"Steamboat Bill, Jr. (1928)","Action",1928,"USA","Charles Reisner"
25771,"Andalusian Dog, An (Un chien andalou) (1929)","Short",1929,"France","Luis Bu&#xF1;uel"
25773,"Little Caesar (1931)","Crime",1931,"USA","Mervyn LeRoy"
25777,"Monkey Business (1931)","Comedy",1931,"USA","Norman Z. McLeod"
25782,"Boudu Saved From Drowning (Boudu sauv?â?® des eaux) (1932)","Comedy",1932,"France","Jean Renoir"
25783,"Doctor X (1932)","Horror",1932,"USA","Michael Curtiz"
25788,"Scarface (1932)","Crime",1932,"USA","Howard Hawks"
25789,"Shanghai Express (1932)","Adventure",1932,"USA","Josef von Sternberg"
25793,"Vampyr (1932)","Fantasy",1932,"France","Carl Theodor Dreyer"
25795,"Dinner at Eight (1933)","Comedy",1933,"USA","George Cukor"
25797,"Gold Diggers of 1933 (1933)","Musical",1933,"USA","Mervyn LeRoy"
25798,"Island of Lost Souls (1932)","Adventure",1932,"USA","Erle C. Kenton"
25802,"Son of Kong, The (1933)","Action",1933,"USA","Ernest B. Schoedsack"
25807,"Black Cat, The (1934)","Horror",1934,"USA","Edgar G. Ulmer"
25825,"Fury (1936)","Crime",1936,"USA","Fritz Lang"
25826,"Libeled Lady (1936)","Comedy",1936,"USA","Jack Conway"
25827,"Mr. Deeds Goes to Town (1936)","Comedy",1936,"USA","Frank Capra"
25828,"Petrified Forest, The (1936)","Crime",1936,"USA","Archie Mayo"
25832,"Wife vs. Secretary (1936)","Comedy",1936,"USA","Clarence Brown"
25833,"Camille (1936)","Drama",1936,"USA","George Cukor"
25835,"Dead End (1937)","Crime",1937,"USA","William Wyler"
25839,"Nothing Sacred (1937)","Comedy",1937,"USA","William A. Wellman"
25840,"Prisoner of Zenda, The (1937)","Adventure",1937,"USA","John Cromwell"
25841,"Stage Door (1937)","Comedy",1937,"USA","Gregory La Cava"
25850,"Holiday (1938)","Comedy",1938,"USA","George Cukor"
25855,"Roaring Twenties, The (1939)","Crime",1939,"USA","Raoul Walsh"
25856,"Wuthering Heights (1939)","Drama",1939,"USA","William Wyler"
25865,"Letter, The (1940)","Crime",1940,"USA","William Wyler"
25866,"Sea Hawk, The (1940)","Action",1940,"USA","Michael Curtiz"
25868,"Ball of Fire (1941)","Comedy",1941,"USA","Howard Hawks"
25870,"Here Comes Mr. Jordan (1941)","Fantasy",1941,"USA","Alexander Hall"
25878,"Across the Pacific (1942)","Action",1942,"USA","John Huston"
25885,"Prelude to War (Why We Fight, 1) (1943)","Documentary",1943,"USA","Frank Capra"
25886,"Random Harvest (1942)","Drama",1942,"USA","Mervyn LeRoy"
25888,"Action in the North Atlantic (1943)","Drama",1943,"USA","Lloyd Bacon"
25891,"Heaven Can Wait (1943)","Comedy",1943,"USA","Ernst Lubitsch"
25893,"Memphis Belle: A Story of a Flying Fortress, The (1944)","Documentary",1944,"USA","William Wyler"
25898,"Day of Wrath (Vredens dag) (1943)","Drama",1943,"Denmark","Carl Theodor Dreyer"
25899,"Cover Girl (1944)","Comedy",1944,"USA","Charles Vidor"
25900,"Curse of the Cat People, The (1944)","Drama",1944,"USA","Gunther von Fritsch"
25901,"Henry V (1944)","Biography",1944,"UK","Laurence Olivier"
25903,"Mask of Dimitrios, The (1944)","Crime",1944,"USA","Jean Negulesco"
25904,"Ministry of Fear (1944)","Crime",1944,"USA","Fritz Lang"
25906,"Mr. Skeffington (1944)","Drama",1944,"USA","Vincent Sherman"
25908,"Passage to Marseille (1944)","Drama",1944,"USA","Michael Curtiz"
25914,"Ivan the Terrible, Part One (Ivan Groznyy I) (1944)","Biography",1944,"Soviet Union","Sergei M. Eisenstein"
25916,"They Were Expendable (1945)","Drama",1945,"USA","John Ford"
25923,"Great Expectations (1946)","Drama",1946,"UK","David Lean"
25924,"Humoresque (1946)","Drama",1946,"USA","Jean Negulesco"
25927,"Stranger, The (1946)","Crime",1946,"USA","Orson Welles"
25929,"Nightmare Alley (1947)","Drama",1947,"USA","Edmund Goulding"
25930,"Odd Man Out (1947)","Crime",1947,"UK","Carol Reed"
25931,"Road to Rio (1947)","Adventure",1947,"USA","Norman Z. McLeod"
25934,"3 Godfathers (1948)","Drama",1948,"USA","John Ford"
25937,"Easter Parade (1948)","Musical",1948,"USA","Charles Walters"
25938,"Fort Apache (1948)","Western",1948,"USA","John Ford"
25940,"Lady from Shanghai, The (1947)","Crime",1947,"USA","Orson Welles"
25941,"Letter from an Unknown Woman (1948)","Drama",1948,"USA","Max Oph&#xFC;ls"
25942,"Louisiana Story (1948)","Documentary",1948,"USA","Robert J. Flaherty"
25943,"Naked City, The (1948)","Crime",1948,"USA","Jules Dassin"
25945,"They Live by Night (1948)","Crime",1948,"USA","Nicholas Ray"
25946,"Three Musketeers, The (1948)","Action",1948,"USA","George Sidney"
25947,"Unfaithfully Yours (1948)","Comedy",1948,"USA","Preston Sturges"
25951,"In the Good Old Summertime (1949)","Comedy",1949,"USA","Robert Z. Leonard"
25952,"Letter to Three Wives, A (1949)","Drama",1949,"USA","Joseph L. Mankiewicz"
25954,"Orpheus (Orph?â?®e) (1950)","Fantasy",1950,"France","Jean Cocteau"
25960,"Enfants Terribles, Les (1950)","Drama",1950,"France","Jean-Pierre Melville"
25961,"Gunfighter, The (1950)","Western",1950,"USA","Henry King"
25963,"Olvidados, Los (1950)","Crime",1950,"Mexico","Luis Bu&#xF1;uel"
25964,"Scandal (Shubun) (1950)","Drama",1950,"Japan","Akira Kurosawa"
25971,"Carrie (1952)","Drama",1952,"USA","William Wyler"
25975,"Life of Oharu, The (Saikaku ichidai onna) (1952)","Drama",1952,"Japan","Kenji Mizoguchi"
25977,"Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953)","Comedy",1953,"USA","Charles Lamont"
